result_id,student_id,school_id,subject_id,window_id,window_sort,school_year,scaled_score,percentile_rank,benchmark_category,is_proficient,is_at_risk
R0003597,STU00600,S002,SUBJ_R,W3,3,2024-2025,636.9,78,At/Above Benchmark,True,False
R0003598,STU00600,S002,SUBJ_M,W1,1,2024-2025,492.4,62,At/Above Benchmark,True,False
R0003599,STU00600,S002,SUBJ_M,W2,2,2024-2025,532.0,72,At/Above Benchmark,True,False
R0003600,STU00600,S002,SUBJ_M,W3,3,2024-2025,560.9,68,At/Above Benchmark,True,False
R0003601,STU00601,S002,SUBJ_R,W1,1,2024-2025,172.5,30,On Watch,False,False
R0003602,STU00601,S002,SUBJ_R,W2,2,2024-2025,230.6,44,At/Above Benchmark,True,False
R0003603,STU00601,S002,SUBJ_R,W3,3,2024-2025,332.6,60,At/Above Benchmark,True,False
R0003604,STU00601,S002,SUBJ_M,W1,1,2024-2025,419.4,66,At/Above Benchmark,True,False
R0003605,STU00601,S002,SUBJ_M,W2,2,2024-2025,498.3,85,At/Above Benchmark,True,False
R0003606,STU00601,S002,SUBJ_M,W3,3,2024-2025,465.2,78,At/Above Benchmark,True,False
R0003607,STU00602,S002,SUBJ_R,W1,1,2024-2025,353.6,42,At/Above Benchmark,True,False
R0003608,STU00602,S002,SUBJ_R,W2,2,2024-2025,400.0,56,At/Above Benchmark,True,False
R0003609,STU00602,S002,SUBJ_R,W3,3,2024-2025,354.5,50,At/Above Benchmark,True,False
R0003610,STU00602,S002,SUBJ_M,W1,1,2024-2025,54.8,19,Intervention,False,True
R0003611,STU00602,S002,SUBJ_M,W2,2,2024-2025,137.4,17,Intervention,False,True
R0003612,STU00602,S002,SUBJ_M,W3,3,2024-2025,285.1,36,On Watch,False,False
R0003613,STU00603,S002,SUBJ_R,W1,1,2024-2025,622.9,35,On Watch,False,False
R0003614,STU00603,S002,SUBJ_R,W2,2,2024-2025,593.7,46,At/Above Benchmark,True,False
R0003615,STU00603,S002,SUBJ_R,W3,3,2024-2025,538.8,34,On Watch,False,False
R0003616,STU00603,S002,SUBJ_M,W1,1,2024-2025,623.8,47,At/Above Benchmark,True,False
R0003617,STU00603,S002,SUBJ_M,W2,2,2024-2025,634.4,44,At/Above Benchmark,True,False
R0003618,STU00603,S002,SUBJ_M,W3,3,2024-2025,588.0,45,At/Above Benchmark,True,False
R0003619,STU00604,S002,SUBJ_R,W1,1,2024-2025,677.5,63,At/Above Benchmark,True,False
R0003620,STU00604,S002,SUBJ_R,W2,2,2024-2025,620.5,57,At/Above Benchmark,True,False
R0003621,STU00604,S002,SUBJ_R,W3,3,2024-2025,580.7,52,At/Above Benchmark,True,False
R0003622,STU00604,S002,SUBJ_M,W1,1,2024-2025,429.9,34,On Watch,False,False
R0003623,STU00604,S002,SUBJ_M,W2,2,2024-2025,379.9,27,On Watch,False,False
R0003624,STU00604,S002,SUBJ_M,W3,3,2024-2025,356.7,32,On Watch,False,False
R0003625,STU00605,S002,SUBJ_R,W1,1,2024-2025,552.4,29,On Watch,False,False
R0003626,STU00605,S002,SUBJ_R,W2,2,2024-2025,508.3,24,Intervention,False,True
R0003627,STU00605,S002,SUBJ_R,W3,3,2024-2025,540.0,30,On Watch,False,False
R0003628,STU00605,S002,SUBJ_M,W1,1,2024-2025,549.7,44,At/Above Benchmark,True,False
R0003629,STU00605,S002,SUBJ_M,W2,2,2024-2025,670.7,63,At/Above Benchmark,True,False
R0003630,STU00605,S002,SUBJ_M,W3,3,2024-2025,685.7,58,At/Above Benchmark,True,False
R0003631,STU00606,S002,SUBJ_R,W1,1,2024-2025,939.1,85,At/Above Benchmark,True,False
R0003632,STU00606,S002,SUBJ_R,W2,2,2024-2025,946.5,88,At/Above Benchmark,True,False
R0003633,STU00606,S002,SUBJ_R,W3,3,2024-2025,977.7,88,At/Above Benchmark,True,False
R0003634,STU00606,S002,SUBJ_M,W1,1,2024-2025,822.8,76,At/Above Benchmark,True,False
R0003635,STU00606,S002,SUBJ_M,W2,2,2024-2025,879.1,89,At/Above Benchmark,True,False
R0003636,STU00606,S002,SUBJ_M,W3,3,2024-2025,884.6,83,At/Above Benchmark,True,False
R0003637,STU00607,S002,SUBJ_R,W1,1,2024-2025,406.9,55,At/Above Benchmark,True,False
R0003638,STU00607,S002,SUBJ_R,W2,2,2024-2025,398.6,72,At/Above Benchmark,True,False
R0003639,STU00607,S002,SUBJ_R,W3,3,2024-2025,430.6,74,At/Above Benchmark,True,False
R0003640,STU00607,S002,SUBJ_M,W1,1,2024-2025,139.4,40,At/Above Benchmark,True,False
R0003641,STU00607,S002,SUBJ_M,W2,2,2024-2025,172.0,36,On Watch,False,False
R0003642,STU00607,S002,SUBJ_M,W3,3,2024-2025,185.1,35,On Watch,False,False
R0003643,STU00608,S002,SUBJ_R,W1,1,2024-2025,288.8,19,Intervention,False,True
R0003644,STU00608,S002,SUBJ_R,W2,2,2024-2025,375.3,30,On Watch,False,False
R0003645,STU00608,S002,SUBJ_R,W3,3,2024-2025,409.5,30,On Watch,False,False
R0003646,STU00608,S002,SUBJ_M,W1,1,2024-2025,360.3,43,At/Above Benchmark,True,False
R0003647,STU00608,S002,SUBJ_M,W2,2,2024-2025,405.8,47,At/Above Benchmark,True,False
R0003648,STU00608,S002,SUBJ_M,W3,3,2024-2025,418.5,44,At/Above Benchmark,True,False
R0003649,STU00609,S002,SUBJ_R,W1,1,2024-2025,542.5,37,On Watch,False,False
R0003650,STU00609,S002,SUBJ_R,W2,2,2024-2025,502.9,28,On Watch,False,False
R0003651,STU00609,S002,SUBJ_R,W3,3,2024-2025,499.9,23,Intervention,False,True
R0003652,STU00609,S002,SUBJ_M,W1,1,2024-2025,687.6,63,At/Above Benchmark,True,False
R0003653,STU00609,S002,SUBJ_M,W2,2,2024-2025,719.4,65,At/Above Benchmark,True,False
R0003654,STU00609,S002,SUBJ_M,W3,3,2024-2025,730.5,65,At/Above Benchmark,True,False
R0003655,STU00610,S002,SUBJ_R,W1,1,2024-2025,768.1,58,At/Above Benchmark,True,False
R0003656,STU00610,S002,SUBJ_R,W2,2,2024-2025,766.7,56,At/Above Benchmark,True,False
R0003657,STU00610,S002,SUBJ_R,W3,3,2024-2025,792.7,70,At/Above Benchmark,True,False
R0003658,STU00610,S002,SUBJ_M,W1,1,2024-2025,321.0,10,Intervention,False,True
R0003659,STU00610,S002,SUBJ_M,W2,2,2024-2025,380.6,21,Intervention,False,True
R0003660,STU00610,S002,SUBJ_M,W3,3,2024-2025,388.0,17,Intervention,False,True
R0003661,STU00611,S002,SUBJ_R,W1,1,2024-2025,393.2,51,At/Above Benchmark,True,False
R0003662,STU00611,S002,SUBJ_R,W2,2,2024-2025,373.4,42,At/Above Benchmark,True,False
R0003663,STU00611,S002,SUBJ_R,W3,3,2024-2025,471.6,64,At/Above Benchmark,True,False
R0003664,STU00611,S002,SUBJ_M,W1,1,2024-2025,251.5,30,On Watch,False,False
R0003665,STU00611,S002,SUBJ_M,W2,2,2024-2025,304.7,39,On Watch,False,False
R0003666,STU00611,S002,SUBJ_M,W3,3,2024-2025,340.7,59,At/Above Benchmark,True,False
R0003667,STU00612,S002,SUBJ_R,W1,1,2024-2025,301.0,23,Intervention,False,True
R0003668,STU00612,S002,SUBJ_R,W2,2,2024-2025,321.7,19,Intervention,False,True
R0003669,STU00612,S002,SUBJ_R,W3,3,2024-2025,422.5,26,On Watch,False,False
R0003670,STU00612,S002,SUBJ_M,W1,1,2024-2025,484.0,47,At/Above Benchmark,True,False
R0003671,STU00612,S002,SUBJ_M,W2,2,2024-2025,405.1,28,On Watch,False,False
R0003672,STU00612,S002,SUBJ_M,W3,3,2024-2025,495.0,45,At/Above Benchmark,True,False
R0003673,STU00613,S002,SUBJ_R,W1,1,2024-2025,361.5,19,Intervention,False,True
R0003674,STU00613,S002,SUBJ_R,W2,2,2024-2025,403.8,29,On Watch,False,False
R0003675,STU00613,S002,SUBJ_R,W3,3,2024-2025,444.2,31,On Watch,False,False
R0003676,STU00613,S002,SUBJ_M,W1,1,2024-2025,498.0,43,At/Above Benchmark,True,False
R0003677,STU00613,S002,SUBJ_M,W2,2,2024-2025,521.5,54,At/Above Benchmark,True,False
R0003678,STU00613,S002,SUBJ_M,W3,3,2024-2025,542.4,53,At/Above Benchmark,True,False
R0003679,STU00614,S002,SUBJ_R,W1,1,2024-2025,441.2,31,On Watch,False,False
R0003680,STU00614,S002,SUBJ_R,W2,2,2024-2025,459.9,39,On Watch,False,False
R0003681,STU00614,S002,SUBJ_R,W3,3,2024-2025,564.3,55,At/Above Benchmark,True,False
R0003682,STU00614,S002,SUBJ_M,W1,1,2024-2025,578.0,52,At/Above Benchmark,True,False
R0003683,STU00614,S002,SUBJ_M,W2,2,2024-2025,652.4,74,At/Above Benchmark,True,False
R0003684,STU00614,S002,SUBJ_M,W3,3,2024-2025,724.4,74,At/Above Benchmark,True,False
R0003685,STU00615,S002,SUBJ_R,W1,1,2024-2025,570.8,45,At/Above Benchmark,True,False
R0003686,STU00615,S002,SUBJ_R,W2,2,2024-2025,577.7,52,At/Above Benchmark,True,False
R0003687,STU00615,S002,SUBJ_R,W3,3,2024-2025,553.0,50,At/Above Benchmark,True,False
R0003688,STU00615,S002,SUBJ_M,W1,1,2024-2025,544.3,51,At/Above Benchmark,True,False
R0003689,STU00615,S002,SUBJ_M,W2,2,2024-2025,592.5,61,At/Above Benchmark,True,False
R0003690,STU00615,S002,SUBJ_M,W3,3,2024-2025,676.1,77,At/Above Benchmark,True,False
R0003691,STU00616,S002,SUBJ_R,W1,1,2024-2025,488.2,60,At/Above Benchmark,True,False
R0003692,STU00616,S002,SUBJ_R,W2,2,2024-2025,486.2,58,At/Above Benchmark,True,False
R0003693,STU00616,S002,SUBJ_R,W3,3,2024-2025,456.1,41,At/Above Benchmark,True,False
R0003694,STU00616,S002,SUBJ_M,W1,1,2024-2025,312.6,30,On Watch,False,False
R0003695,STU00616,S002,SUBJ_M,W2,2,2024-2025,297.9,28,On Watch,False,False
R0003696,STU00616,S002,SUBJ_M,W3,3,2024-2025,258.5,21,Intervention,False,True
R0003697,STU00617,S002,SUBJ_R,W1,1,2024-2025,684.9,56,At/Above Benchmark,True,False
R0003698,STU00617,S002,SUBJ_R,W2,2,2024-2025,757.1,70,At/Above Benchmark,True,False
R0003699,STU00617,S002,SUBJ_R,W3,3,2024-2025,790.4,90,At/Above Benchmark,True,False
R0003700,STU00617,S002,SUBJ_M,W1,1,2024-2025,605.6,59,At/Above Benchmark,True,False
R0003701,STU00617,S002,SUBJ_M,W2,2,2024-2025,588.6,51,At/Above Benchmark,True,False
R0003702,STU00617,S002,SUBJ_M,W3,3,2024-2025,549.7,50,At/Above Benchmark,True,False
R0003703,STU00618,S002,SUBJ_R,W1,1,2024-2025,288.4,34,On Watch,False,False
R0003704,STU00618,S002,SUBJ_R,W2,2,2024-2025,302.5,42,At/Above Benchmark,True,False
R0003705,STU00618,S002,SUBJ_R,W3,3,2024-2025,277.4,41,At/Above Benchmark,True,False
R0003706,STU00618,S002,SUBJ_M,W1,1,2024-2025,151.9,21,Intervention,False,True
R0003707,STU00618,S002,SUBJ_M,W2,2,2024-2025,127.2,22,Intervention,False,True
R0003708,STU00618,S002,SUBJ_M,W3,3,2024-2025,183.0,24,Intervention,False,True
R0003709,STU00619,S002,SUBJ_R,W1,1,2024-2025,302.3,25,On Watch,False,False
R0003710,STU00619,S002,SUBJ_R,W2,2,2024-2025,306.8,18,Intervention,False,True
R0003711,STU00619,S002,SUBJ_R,W3,3,2024-2025,344.6,33,On Watch,False,False
R0003712,STU00619,S002,SUBJ_M,W1,1,2024-2025,317.5,41,At/Above Benchmark,True,False
R0003713,STU00619,S002,SUBJ_M,W2,2,2024-2025,372.4,49,At/Above Benchmark,True,False
R0003714,STU00619,S002,SUBJ_M,W3,3,2024-2025,431.1,51,At/Above Benchmark,True,False
R0003715,STU00620,S002,SUBJ_R,W1,1,2024-2025,508.4,77,At/Above Benchmark,True,False
R0003716,STU00620,S002,SUBJ_R,W2,2,2024-2025,379.6,59,At/Above Benchmark,True,False
R0003717,STU00620,S002,SUBJ_R,W3,3,2024-2025,387.9,67,At/Above Benchmark,True,False
R0003718,STU00620,S002,SUBJ_M,W1,1,2024-2025,177.4,38,On Watch,False,False
R0003719,STU00620,S002,SUBJ_M,W2,2,2024-2025,191.1,41,At/Above Benchmark,True,False
R0003720,STU00620,S002,SUBJ_M,W3,3,2024-2025,277.0,46,At/Above Benchmark,True,False
R0003721,STU00621,S002,SUBJ_R,W1,1,2024-2025,558.7,38,On Watch,False,False
R0003722,STU00621,S002,SUBJ_R,W2,2,2024-2025,613.5,36,On Watch,False,False
R0003723,STU00621,S002,SUBJ_R,W3,3,2024-2025,644.1,42,At/Above Benchmark,True,False
R0003724,STU00621,S002,SUBJ_M,W1,1,2024-2025,385.4,18,Intervention,False,True
R0003725,STU00621,S002,SUBJ_M,W2,2,2024-2025,445.1,27,On Watch,False,False
R0003726,STU00621,S002,SUBJ_M,W3,3,2024-2025,509.4,32,On Watch,False,False
R0003727,STU00622,S002,SUBJ_R,W1,1,2024-2025,198.2,38,On Watch,False,False
R0003728,STU00622,S002,SUBJ_R,W2,2,2024-2025,214.9,36,On Watch,False,False
R0003729,STU00622,S002,SUBJ_R,W3,3,2024-2025,281.0,45,At/Above Benchmark,True,False
R0003730,STU00622,S002,SUBJ_M,W1,1,2024-2025,98.8,26,On Watch,False,False
R0003731,STU00622,S002,SUBJ_M,W2,2,2024-2025,131.8,35,On Watch,False,False
R0003732,STU00622,S002,SUBJ_M,W3,3,2024-2025,203.2,45,At/Above Benchmark,True,False
R0003733,STU00623,S002,SUBJ_R,W1,1,2024-2025,454.2,46,At/Above Benchmark,True,False
R0003734,STU00623,S002,SUBJ_R,W2,2,2024-2025,474.9,50,At/Above Benchmark,True,False
R0003735,STU00623,S002,SUBJ_R,W3,3,2024-2025,532.8,49,At/Above Benchmark,True,False
R0003736,STU00623,S002,SUBJ_M,W1,1,2024-2025,389.8,46,At/Above Benchmark,True,False
R0003737,STU00623,S002,SUBJ_M,W2,2,2024-2025,427.6,49,At/Above Benchmark,True,False
R0003738,STU00623,S002,SUBJ_M,W3,3,2024-2025,489.5,64,At/Above Benchmark,True,False
R0003739,STU00624,S002,SUBJ_R,W1,1,2024-2025,510.6,37,On Watch,False,False
R0003740,STU00624,S002,SUBJ_R,W2,2,2024-2025,570.8,47,At/Above Benchmark,True,False
R0003741,STU00624,S002,SUBJ_R,W3,3,2024-2025,651.0,57,At/Above Benchmark,True,False
R0003742,STU00624,S002,SUBJ_M,W1,1,2024-2025,440.2,38,On Watch,False,False
R0003743,STU00624,S002,SUBJ_M,W2,2,2024-2025,558.8,63,At/Above Benchmark,True,False
R0003744,STU00624,S002,SUBJ_M,W3,3,2024-2025,592.7,65,At/Above Benchmark,True,False
R0003745,STU00625,S002,SUBJ_R,W1,1,2024-2025,831.4,68,At/Above Benchmark,True,False
R0003746,STU00625,S002,SUBJ_R,W2,2,2024-2025,886.5,72,At/Above Benchmark,True,False
R0003747,STU00625,S002,SUBJ_R,W3,3,2024-2025,931.0,77,At/Above Benchmark,True,False
R0003748,STU00625,S002,SUBJ_M,W1,1,2024-2025,795.3,60,At/Above Benchmark,True,False
R0003749,STU00625,S002,SUBJ_M,W2,2,2024-2025,801.5,57,At/Above Benchmark,True,False
R0003750,STU00625,S002,SUBJ_M,W3,3,2024-2025,884.0,71,At/Above Benchmark,True,False
R0003751,STU00626,S002,SUBJ_R,W1,1,2024-2025,251.6,34,On Watch,False,False
R0003752,STU00626,S002,SUBJ_R,W2,2,2024-2025,300.9,46,At/Above Benchmark,True,False
R0003753,STU00626,S002,SUBJ_R,W3,3,2024-2025,287.3,43,At/Above Benchmark,True,False
R0003754,STU00626,S002,SUBJ_M,W1,1,2024-2025,130.4,14,Intervention,False,True
R0003755,STU00626,S002,SUBJ_M,W2,2,2024-2025,107.4,22,Intervention,False,True
R0003756,STU00626,S002,SUBJ_M,W3,3,2024-2025,146.1,25,On Watch,False,False
R0003757,STU00627,S002,SUBJ_R,W1,1,2024-2025,478.4,19,Intervention,False,True
R0003758,STU00627,S002,SUBJ_R,W2,2,2024-2025,541.8,20,Intervention,False,True
R0003759,STU00627,S002,SUBJ_R,W3,3,2024-2025,614.9,31,On Watch,False,False
R0003760,STU00627,S002,SUBJ_M,W1,1,2024-2025,713.8,50,At/Above Benchmark,True,False
R0003761,STU00627,S002,SUBJ_M,W2,2,2024-2025,748.1,61,At/Above Benchmark,True,False
R0003762,STU00627,S002,SUBJ_M,W3,3,2024-2025,820.5,72,At/Above Benchmark,True,False
R0003763,STU00628,S002,SUBJ_R,W1,1,2024-2025,611.0,32,On Watch,False,False
R0003764,STU00628,S002,SUBJ_R,W2,2,2024-2025,644.4,37,On Watch,False,False
R0003765,STU00628,S002,SUBJ_R,W3,3,2024-2025,640.7,32,On Watch,False,False
R0003766,STU00628,S002,SUBJ_M,W1,1,2024-2025,631.2,40,At/Above Benchmark,True,False
R0003767,STU00628,S002,SUBJ_M,W2,2,2024-2025,649.0,40,At/Above Benchmark,True,False
R0003768,STU00628,S002,SUBJ_M,W3,3,2024-2025,642.3,42,At/Above Benchmark,True,False
R0003769,STU00629,S002,SUBJ_R,W1,1,2024-2025,240.3,41,At/Above Benchmark,True,False
R0003770,STU00629,S002,SUBJ_R,W2,2,2024-2025,183.6,41,At/Above Benchmark,True,False
R0003771,STU00629,S002,SUBJ_R,W3,3,2024-2025,246.8,39,On Watch,False,False
R0003772,STU00629,S002,SUBJ_M,W1,1,2024-2025,50.0,24,Intervention,False,True
R0003773,STU00629,S002,SUBJ_M,W2,2,2024-2025,50.0,24,Intervention,False,True
R0003774,STU00629,S002,SUBJ_M,W3,3,2024-2025,50.0,23,Intervention,False,True
R0003775,STU00630,S002,SUBJ_R,W1,1,2024-2025,673.2,61,At/Above Benchmark,True,False
R0003776,STU00630,S002,SUBJ_R,W2,2,2024-2025,657.7,49,At/Above Benchmark,True,False
R0003777,STU00630,S002,SUBJ_R,W3,3,2024-2025,635.4,48,At/Above Benchmark,True,False
R0003778,STU00630,S002,SUBJ_M,W1,1,2024-2025,391.6,11,Intervention,False,True
R0003779,STU00630,S002,SUBJ_M,W2,2,2024-2025,439.3,26,On Watch,False,False
R0003780,STU00630,S002,SUBJ_M,W3,3,2024-2025,465.7,27,On Watch,False,False
R0003781,STU00631,S002,SUBJ_R,W1,1,2024-2025,272.4,54,At/Above Benchmark,True,False
R0003782,STU00631,S002,SUBJ_R,W2,2,2024-2025,314.9,57,At/Above Benchmark,True,False
R0003783,STU00631,S002,SUBJ_R,W3,3,2024-2025,236.8,38,On Watch,False,False
R0003784,STU00631,S002,SUBJ_M,W1,1,2024-2025,128.9,34,On Watch,False,False
R0003785,STU00631,S002,SUBJ_M,W2,2,2024-2025,158.6,33,On Watch,False,False
R0003786,STU00631,S002,SUBJ_M,W3,3,2024-2025,235.6,52,At/Above Benchmark,True,False
R0003787,STU00632,S002,SUBJ_R,W1,1,2024-2025,573.8,49,At/Above Benchmark,True,False
R0003788,STU00632,S002,SUBJ_R,W2,2,2024-2025,593.0,53,At/Above Benchmark,True,False
R0003789,STU00632,S002,SUBJ_R,W3,3,2024-2025,541.5,42,At/Above Benchmark,True,False
R0003790,STU00632,S002,SUBJ_M,W1,1,2024-2025,498.8,54,At/Above Benchmark,True,False
R0003791,STU00632,S002,SUBJ_M,W2,2,2024-2025,514.5,47,At/Above Benchmark,True,False
R0003792,STU00632,S002,SUBJ_M,W3,3,2024-2025,559.9,53,At/Above Benchmark,True,False
R0003793,STU00633,S002,SUBJ_R,W1,1,2024-2025,815.2,62,At/Above Benchmark,True,False
R0003794,STU00633,S002,SUBJ_R,W2,2,2024-2025,818.2,76,At/Above Benchmark,True,False
R0003795,STU00633,S002,SUBJ_R,W3,3,2024-2025,821.9,76,At/Above Benchmark,True,False
R0003796,STU00633,S002,SUBJ_M,W1,1,2024-2025,646.9,54,At/Above Benchmark,True,False
R0003797,STU00633,S002,SUBJ_M,W2,2,2024-2025,740.8,59,At/Above Benchmark,True,False
R0003798,STU00633,S002,SUBJ_M,W3,3,2024-2025,812.7,77,At/Above Benchmark,True,False
R0003799,STU00634,S002,SUBJ_R,W1,1,2024-2025,830.3,65,At/Above Benchmark,True,False
R0003800,STU00634,S002,SUBJ_R,W2,2,2024-2025,843.8,58,At/Above Benchmark,True,False
R0003801,STU00634,S002,SUBJ_R,W3,3,2024-2025,854.7,57,At/Above Benchmark,True,False
R0003802,STU00634,S002,SUBJ_M,W1,1,2024-2025,646.9,42,At/Above Benchmark,True,False
R0003803,STU00634,S002,SUBJ_M,W2,2,2024-2025,733.4,58,At/Above Benchmark,True,False
R0003804,STU00634,S002,SUBJ_M,W3,3,2024-2025,855.2,69,At/Above Benchmark,True,False
R0003805,STU00635,S002,SUBJ_R,W1,1,2024-2025,478.5,60,At/Above Benchmark,True,False
R0003806,STU00635,S002,SUBJ_R,W2,2,2024-2025,538.5,67,At/Above Benchmark,True,False
R0003807,STU00635,S002,SUBJ_R,W3,3,2024-2025,459.3,52,At/Above Benchmark,True,False
R0003808,STU00635,S002,SUBJ_M,W1,1,2024-2025,158.3,22,Intervention,False,True
R0003809,STU00635,S002,SUBJ_M,W2,2,2024-2025,190.7,39,On Watch,False,False
R0003810,STU00635,S002,SUBJ_M,W3,3,2024-2025,175.1,20,Intervention,False,True
R0003811,STU00636,S002,SUBJ_R,W1,1,2024-2025,509.6,69,At/Above Benchmark,True,False
R0003812,STU00636,S002,SUBJ_R,W2,2,2024-2025,543.3,79,At/Above Benchmark,True,False
R0003813,STU00636,S002,SUBJ_R,W3,3,2024-2025,574.3,70,At/Above Benchmark,True,False
R0003814,STU00636,S002,SUBJ_M,W1,1,2024-2025,189.0,27,On Watch,False,False
R0003815,STU00636,S002,SUBJ_M,W2,2,2024-2025,214.5,27,On Watch,False,False
R0003816,STU00636,S002,SUBJ_M,W3,3,2024-2025,273.0,39,On Watch,False,False
R0003817,STU00637,S002,SUBJ_R,W1,1,2024-2025,179.1,10,Intervention,False,True
R0003818,STU00637,S002,SUBJ_R,W2,2,2024-2025,269.8,19,Intervention,False,True
R0003819,STU00637,S002,SUBJ_R,W3,3,2024-2025,339.4,38,On Watch,False,False
R0003820,STU00637,S002,SUBJ_M,W1,1,2024-2025,388.0,45,At/Above Benchmark,True,False
R0003821,STU00637,S002,SUBJ_M,W2,2,2024-2025,353.9,46,At/Above Benchmark,True,False
R0003822,STU00637,S002,SUBJ_M,W3,3,2024-2025,345.4,36,On Watch,False,False
R0003823,STU00638,S002,SUBJ_R,W1,1,2024-2025,784.3,52,At/Above Benchmark,True,False
R0003824,STU00638,S002,SUBJ_R,W2,2,2024-2025,816.1,58,At/Above Benchmark,True,False
R0003825,STU00638,S002,SUBJ_R,W3,3,2024-2025,923.0,77,At/Above Benchmark,True,False
R0003826,STU00638,S002,SUBJ_M,W1,1,2024-2025,613.1,21,Intervention,False,True
R0003827,STU00638,S002,SUBJ_M,W2,2,2024-2025,716.7,46,At/Above Benchmark,True,False
R0003828,STU00638,S002,SUBJ_M,W3,3,2024-2025,715.2,46,At/Above Benchmark,True,False
R0003829,STU00639,S002,SUBJ_R,W1,1,2024-2025,600.4,71,At/Above Benchmark,True,False
R0003830,STU00639,S002,SUBJ_R,W2,2,2024-2025,636.9,73,At/Above Benchmark,True,False
R0003831,STU00639,S002,SUBJ_R,W3,3,2024-2025,718.6,80,At/Above Benchmark,True,False
R0003832,STU00639,S002,SUBJ_M,W1,1,2024-2025,549.0,63,At/Above Benchmark,True,False
R0003833,STU00639,S002,SUBJ_M,W2,2,2024-2025,592.9,78,At/Above Benchmark,True,False
R0003834,STU00639,S002,SUBJ_M,W3,3,2024-2025,582.7,88,At/Above Benchmark,True,False
R0003835,STU00640,S002,SUBJ_R,W1,1,2024-2025,702.2,38,On Watch,False,False
R0003836,STU00640,S002,SUBJ_R,W2,2,2024-2025,676.3,34,On Watch,False,False
R0003837,STU00640,S002,SUBJ_R,W3,3,2024-2025,801.7,63,At/Above Benchmark,True,False
R0003838,STU00640,S002,SUBJ_M,W1,1,2024-2025,496.4,23,Intervention,False,True
R0003839,STU00640,S002,SUBJ_M,W2,2,2024-2025,507.9,20,Intervention,False,True
R0003840,STU00640,S002,SUBJ_M,W3,3,2024-2025,488.0,11,Intervention,False,True
R0003841,STU00641,S002,SUBJ_R,W1,1,2024-2025,383.8,29,On Watch,False,False
R0003842,STU00641,S002,SUBJ_R,W2,2,2024-2025,377.8,32,On Watch,False,False
R0003843,STU00641,S002,SUBJ_R,W3,3,2024-2025,411.8,34,On Watch,False,False
R0003844,STU00641,S002,SUBJ_M,W1,1,2024-2025,408.3,28,On Watch,False,False
R0003845,STU00641,S002,SUBJ_M,W2,2,2024-2025,516.7,44,At/Above Benchmark,True,False
R0003846,STU00641,S002,SUBJ_M,W3,3,2024-2025,610.5,67,At/Above Benchmark,True,False
R0003847,STU00642,S002,SUBJ_R,W1,1,2024-2025,720.4,50,At/Above Benchmark,True,False
R0003848,STU00642,S002,SUBJ_R,W2,2,2024-2025,775.7,67,At/Above Benchmark,True,False
R0003849,STU00642,S002,SUBJ_R,W3,3,2024-2025,772.4,54,At/Above Benchmark,True,False
R0003850,STU00642,S002,SUBJ_M,W1,1,2024-2025,749.8,53,At/Above Benchmark,True,False
R0003851,STU00642,S002,SUBJ_M,W2,2,2024-2025,719.7,51,At/Above Benchmark,True,False
R0003852,STU00642,S002,SUBJ_M,W3,3,2024-2025,680.8,51,At/Above Benchmark,True,False
R0003853,STU00643,S002,SUBJ_R,W1,1,2024-2025,700.1,43,At/Above Benchmark,True,False
R0003854,STU00643,S002,SUBJ_R,W2,2,2024-2025,768.4,46,At/Above Benchmark,True,False
R0003855,STU00643,S002,SUBJ_R,W3,3,2024-2025,785.3,60,At/Above Benchmark,True,False
R0003856,STU00643,S002,SUBJ_M,W1,1,2024-2025,650.1,39,On Watch,False,False
R0003857,STU00643,S002,SUBJ_M,W2,2,2024-2025,729.5,55,At/Above Benchmark,True,False
R0003858,STU00643,S002,SUBJ_M,W3,3,2024-2025,812.8,66,At/Above Benchmark,True,False
R0003859,STU00644,S002,SUBJ_R,W1,1,2024-2025,717.3,82,At/Above Benchmark,True,False
R0003860,STU00644,S002,SUBJ_R,W2,2,2024-2025,724.7,83,At/Above Benchmark,True,False
R0003861,STU00644,S002,SUBJ_R,W3,3,2024-2025,678.4,81,At/Above Benchmark,True,False
R0003862,STU00644,S002,SUBJ_M,W1,1,2024-2025,241.5,19,Intervention,False,True
R0003863,STU00644,S002,SUBJ_M,W2,2,2024-2025,322.8,40,At/Above Benchmark,True,False
R0003864,STU00644,S002,SUBJ_M,W3,3,2024-2025,424.3,56,At/Above Benchmark,True,False
R0003865,STU00645,S002,SUBJ_R,W1,1,2024-2025,510.0,48,At/Above Benchmark,True,False
R0003866,STU00645,S002,SUBJ_R,W2,2,2024-2025,462.9,32,On Watch,False,False
R0003867,STU00645,S002,SUBJ_R,W3,3,2024-2025,488.9,47,At/Above Benchmark,True,False
R0003868,STU00645,S002,SUBJ_M,W1,1,2024-2025,428.6,39,On Watch,False,False
R0003869,STU00645,S002,SUBJ_M,W2,2,2024-2025,481.5,49,At/Above Benchmark,True,False
R0003870,STU00645,S002,SUBJ_M,W3,3,2024-2025,568.5,61,At/Above Benchmark,True,False
R0003871,STU00646,S002,SUBJ_R,W1,1,2024-2025,54.1,7,Urgent Intervention,False,True
R0003872,STU00646,S002,SUBJ_R,W2,2,2024-2025,50.0,8,Urgent Intervention,False,True
R0003873,STU00646,S002,SUBJ_R,W3,3,2024-2025,50.0,7,Urgent Intervention,False,True
