result_id,student_id,subject_id,window_id,school_year,scaled_score,percentile_rank,benchmark_category
R0003039,STU00507,SUBJ_R,W3,2024-2025,247.0,37,On Watch
R0003040,STU00507,SUBJ_M,W1,2024-2025,320.0,46,At/Above Benchmark
R0003041,STU00507,SUBJ_M,W2,2024-2025,371.1,53,At/Above Benchmark
R0003042,STU00507,SUBJ_M,W3,2024-2025,416.0,59,At/Above Benchmark
R0003043,STU00508,SUBJ_R,W1,2024-2025,463.4,62,At/Above Benchmark
R0003044,STU00508,SUBJ_R,W2,2024-2025,357.3,44,At/Above Benchmark
R0003045,STU00508,SUBJ_R,W3,2024-2025,372.6,45,At/Above Benchmark
R0003046,STU00508,SUBJ_M,W1,2024-2025,50.0,13,Intervention
R0003047,STU00508,SUBJ_M,W2,2024-2025,50.0,15,Intervention
R0003048,STU00508,SUBJ_M,W3,2024-2025,50.0,10,Intervention
R0003049,STU00509,SUBJ_R,W1,2024-2025,825.6,66,At/Above Benchmark
R0003050,STU00509,SUBJ_R,W2,2024-2025,815.4,74,At/Above Benchmark
R0003051,STU00509,SUBJ_R,W3,2024-2025,835.4,87,At/Above Benchmark
R0003052,STU00509,SUBJ_M,W1,2024-2025,714.2,61,At/Above Benchmark
R0003053,STU00509,SUBJ_M,W2,2024-2025,769.2,68,At/Above Benchmark
R0003054,STU00509,SUBJ_M,W3,2024-2025,772.3,77,At/Above Benchmark
R0003055,STU00510,SUBJ_R,W1,2024-2025,435.9,38,On Watch
R0003056,STU00510,SUBJ_R,W2,2024-2025,444.1,31,On Watch
R0003057,STU00510,SUBJ_R,W3,2024-2025,432.4,36,On Watch
R0003058,STU00510,SUBJ_M,W1,2024-2025,324.3,24,Intervention
R0003059,STU00510,SUBJ_M,W2,2024-2025,387.9,34,On Watch
R0003060,STU00510,SUBJ_M,W3,2024-2025,453.5,45,At/Above Benchmark
R0003061,STU00511,SUBJ_R,W1,2024-2025,208.5,23,Intervention
R0003062,STU00511,SUBJ_R,W2,2024-2025,264.0,31,On Watch
R0003063,STU00511,SUBJ_R,W3,2024-2025,359.3,52,At/Above Benchmark
R0003064,STU00511,SUBJ_M,W1,2024-2025,313.4,45,At/Above Benchmark
R0003065,STU00511,SUBJ_M,W2,2024-2025,338.8,46,At/Above Benchmark
R0003066,STU00511,SUBJ_M,W3,2024-2025,315.8,46,At/Above Benchmark
R0003067,STU00512,SUBJ_R,W1,2024-2025,442.3,55,At/Above Benchmark
R0003068,STU00512,SUBJ_R,W2,2024-2025,482.8,75,At/Above Benchmark
R0003069,STU00512,SUBJ_R,W3,2024-2025,495.0,58,At/Above Benchmark
R0003070,STU00512,SUBJ_M,W1,2024-2025,348.4,47,At/Above Benchmark
R0003071,STU00512,SUBJ_M,W2,2024-2025,353.3,48,At/Above Benchmark
R0003072,STU00512,SUBJ_M,W3,2024-2025,377.4,63,At/Above Benchmark
R0003073,STU00513,SUBJ_R,W1,2024-2025,373.6,24,Intervention
R0003074,STU00513,SUBJ_R,W2,2024-2025,415.9,31,On Watch
R0003075,STU00513,SUBJ_R,W3,2024-2025,358.8,36,On Watch
R0003076,STU00513,SUBJ_M,W1,2024-2025,573.7,56,At/Above Benchmark
R0003077,STU00513,SUBJ_M,W2,2024-2025,558.1,57,At/Above Benchmark
R0003078,STU00513,SUBJ_M,W3,2024-2025,610.7,68,At/Above Benchmark
R0003079,STU00514,SUBJ_R,W1,2024-2025,470.0,34,On Watch
R0003080,STU00514,SUBJ_R,W2,2024-2025,504.5,39,On Watch
R0003081,STU00514,SUBJ_R,W3,2024-2025,512.7,43,At/Above Benchmark
R0003082,STU00514,SUBJ_M,W1,2024-2025,518.1,52,At/Above Benchmark
R0003083,STU00514,SUBJ_M,W2,2024-2025,509.9,44,At/Above Benchmark
R0003084,STU00514,SUBJ_M,W3,2024-2025,532.6,49,At/Above Benchmark
R0003085,STU00515,SUBJ_R,W1,2024-2025,551.9,78,At/Above Benchmark
R0003086,STU00515,SUBJ_R,W2,2024-2025,521.5,72,At/Above Benchmark
R0003087,STU00515,SUBJ_R,W3,2024-2025,518.8,74,At/Above Benchmark
R0003088,STU00515,SUBJ_M,W1,2024-2025,411.2,66,At/Above Benchmark
R0003089,STU00515,SUBJ_M,W2,2024-2025,453.5,67,At/Above Benchmark
R0003090,STU00515,SUBJ_M,W3,2024-2025,431.2,59,At/Above Benchmark
R0003091,STU00516,SUBJ_R,W1,2024-2025,798.8,73,At/Above Benchmark
R0003092,STU00516,SUBJ_R,W2,2024-2025,932.3,86,At/Above Benchmark
R0003093,STU00516,SUBJ_R,W3,2024-2025,936.0,84,At/Above Benchmark
R0003094,STU00516,SUBJ_M,W1,2024-2025,486.0,27,On Watch
R0003095,STU00516,SUBJ_M,W2,2024-2025,505.7,41,At/Above Benchmark
R0003096,STU00516,SUBJ_M,W3,2024-2025,509.3,44,At/Above Benchmark
R0003097,STU00517,SUBJ_R,W1,2024-2025,441.8,29,On Watch
R0003098,STU00517,SUBJ_R,W2,2024-2025,423.8,40,At/Above Benchmark
R0003099,STU00517,SUBJ_R,W3,2024-2025,407.6,30,On Watch
R0003100,STU00517,SUBJ_M,W1,2024-2025,337.8,24,Intervention
R0003101,STU00517,SUBJ_M,W2,2024-2025,414.6,31,On Watch
R0003102,STU00517,SUBJ_M,W3,2024-2025,399.4,15,Intervention
R0003103,STU00518,SUBJ_R,W1,2024-2025,141.0,37,On Watch
R0003104,STU00518,SUBJ_R,W2,2024-2025,124.1,27,On Watch
R0003105,STU00518,SUBJ_R,W3,2024-2025,50.0,14,Intervention
R0003106,STU00518,SUBJ_M,W1,2024-2025,292.1,51,At/Above Benchmark
R0003107,STU00518,SUBJ_M,W2,2024-2025,323.0,66,At/Above Benchmark
R0003108,STU00518,SUBJ_M,W3,2024-2025,368.2,72,At/Above Benchmark
R0003109,STU00519,SUBJ_R,W1,2024-2025,483.3,38,On Watch
R0003110,STU00519,SUBJ_R,W2,2024-2025,425.9,16,Intervention
R0003111,STU00519,SUBJ_R,W3,2024-2025,403.7,20,Intervention
R0003112,STU00519,SUBJ_M,W1,2024-2025,792.4,67,At/Above Benchmark
R0003113,STU00519,SUBJ_M,W2,2024-2025,758.0,55,At/Above Benchmark
R0003114,STU00519,SUBJ_M,W3,2024-2025,751.6,63,At/Above Benchmark
R0003115,STU00520,SUBJ_R,W1,2024-2025,503.6,54,At/Above Benchmark
R0003116,STU00520,SUBJ_R,W2,2024-2025,550.4,60,At/Above Benchmark
R0003117,STU00520,SUBJ_R,W3,2024-2025,636.2,69,At/Above Benchmark
R0003118,STU00520,SUBJ_M,W1,2024-2025,129.0,10,Intervention
R0003119,STU00520,SUBJ_M,W2,2024-2025,181.3,10,Intervention
R0003120,STU00520,SUBJ_M,W3,2024-2025,161.9,18,Intervention
R0003121,STU00521,SUBJ_R,W1,2024-2025,563.2,22,Intervention
R0003122,STU00521,SUBJ_R,W2,2024-2025,599.3,34,On Watch
R0003123,STU00521,SUBJ_R,W3,2024-2025,485.2,11,Intervention
R0003124,STU00521,SUBJ_M,W1,2024-2025,945.9,85,At/Above Benchmark
R0003125,STU00521,SUBJ_M,W2,2024-2025,972.8,81,At/Above Benchmark
R0003126,STU00521,SUBJ_M,W3,2024-2025,1029.3,91,At/Above Benchmark
R0003127,STU00522,SUBJ_R,W1,2024-2025,453.3,26,On Watch
R0003128,STU00522,SUBJ_R,W2,2024-2025,486.1,39,On Watch
R0003129,STU00522,SUBJ_R,W3,2024-2025,352.2,26,On Watch
R0003130,STU00522,SUBJ_M,W1,2024-2025,461.5,46,At/Above Benchmark
R0003131,STU00522,SUBJ_M,W2,2024-2025,586.7,57,At/Above Benchmark
R0003132,STU00522,SUBJ_M,W3,2024-2025,604.0,75,At/Above Benchmark
R0003133,STU00523,SUBJ_R,W1,2024-2025,677.3,41,At/Above Benchmark
R0003134,STU00523,SUBJ_R,W2,2024-2025,695.4,40,At/Above Benchmark
R0003135,STU00523,SUBJ_R,W3,2024-2025,722.1,54,At/Above Benchmark
R0003136,STU00523,SUBJ_M,W1,2024-2025,906.9,82,At/Above Benchmark
R0003137,STU00523,SUBJ_M,W2,2024-2025,958.0,94,At/Above Benchmark
R0003138,STU00523,SUBJ_M,W3,2024-2025,971.3,80,At/Above Benchmark
R0003139,STU00524,SUBJ_R,W1,2024-2025,457.4,76,At/Above Benchmark
R0003140,STU00524,SUBJ_R,W2,2024-2025,493.9,82,At/Above Benchmark
R0003141,STU00524,SUBJ_R,W3,2024-2025,516.4,81,At/Above Benchmark
R0003142,STU00524,SUBJ_M,W1,2024-2025,113.0,34,On Watch
R0003143,STU00524,SUBJ_M,W2,2024-2025,130.5,34,On Watch
R0003144,STU00524,SUBJ_M,W3,2024-2025,139.7,36,On Watch
R0003145,STU00525,SUBJ_R,W1,2024-2025,200.9,33,On Watch
R0003146,STU00525,SUBJ_R,W2,2024-2025,225.7,38,On Watch
R0003147,STU00525,SUBJ_R,W3,2024-2025,242.2,33,On Watch
R0003148,STU00525,SUBJ_M,W1,2024-2025,153.3,28,On Watch
R0003149,STU00525,SUBJ_M,W2,2024-2025,228.4,39,On Watch
R0003150,STU00525,SUBJ_M,W3,2024-2025,239.0,39,On Watch
R0003151,STU00526,SUBJ_R,W1,2024-2025,522.8,66,At/Above Benchmark
R0003152,STU00526,SUBJ_R,W2,2024-2025,555.8,76,At/Above Benchmark
R0003153,STU00526,SUBJ_R,W3,2024-2025,574.0,74,At/Above Benchmark
R0003154,STU00526,SUBJ_M,W1,2024-2025,426.9,64,At/Above Benchmark
R0003155,STU00526,SUBJ_M,W2,2024-2025,487.7,75,At/Above Benchmark
R0003156,STU00526,SUBJ_M,W3,2024-2025,538.1,78,At/Above Benchmark
R0003157,STU00527,SUBJ_R,W1,2024-2025,576.4,56,At/Above Benchmark
R0003158,STU00527,SUBJ_R,W2,2024-2025,548.6,44,At/Above Benchmark
R0003159,STU00527,SUBJ_R,W3,2024-2025,557.5,44,At/Above Benchmark
R0003160,STU00527,SUBJ_M,W1,2024-2025,269.7,8,Urgent Intervention
R0003161,STU00527,SUBJ_M,W2,2024-2025,294.4,21,Intervention
R0003162,STU00527,SUBJ_M,W3,2024-2025,346.5,29,On Watch
R0003163,STU00528,SUBJ_R,W1,2024-2025,880.7,68,At/Above Benchmark
R0003164,STU00528,SUBJ_R,W2,2024-2025,952.5,76,At/Above Benchmark
R0003165,STU00528,SUBJ_R,W3,2024-2025,965.1,90,At/Above Benchmark
R0003166,STU00528,SUBJ_M,W1,2024-2025,654.7,35,On Watch
R0003167,STU00528,SUBJ_M,W2,2024-2025,667.1,36,On Watch
R0003168,STU00528,SUBJ_M,W3,2024-2025,686.2,49,At/Above Benchmark
R0003169,STU00529,SUBJ_R,W1,2024-2025,555.9,58,At/Above Benchmark
R0003170,STU00529,SUBJ_R,W2,2024-2025,610.8,75,At/Above Benchmark
R0003171,STU00529,SUBJ_R,W3,2024-2025,657.9,72,At/Above Benchmark
R0003172,STU00529,SUBJ_M,W1,2024-2025,411.9,58,At/Above Benchmark
R0003173,STU00529,SUBJ_M,W2,2024-2025,438.0,45,At/Above Benchmark
R0003174,STU00529,SUBJ_M,W3,2024-2025,502.4,65,At/Above Benchmark
R0003175,STU00530,SUBJ_R,W1,2024-2025,296.4,17,Intervention
R0003176,STU00530,SUBJ_R,W2,2024-2025,264.7,12,Intervention
R0003177,STU00530,SUBJ_R,W3,2024-2025,393.3,22,Intervention
R0003178,STU00530,SUBJ_M,W1,2024-2025,331.1,28,On Watch
R0003179,STU00530,SUBJ_M,W2,2024-2025,365.3,29,On Watch
R0003180,STU00530,SUBJ_M,W3,2024-2025,353.7,30,On Watch
R0003181,STU00531,SUBJ_R,W1,2024-2025,511.8,65,At/Above Benchmark
R0003182,STU00531,SUBJ_R,W2,2024-2025,518.0,66,At/Above Benchmark
R0003183,STU00531,SUBJ_R,W3,2024-2025,605.4,80,At/Above Benchmark
R0003184,STU00531,SUBJ_M,W1,2024-2025,238.1,39,On Watch
R0003185,STU00531,SUBJ_M,W2,2024-2025,279.6,43,At/Above Benchmark
R0003186,STU00531,SUBJ_M,W3,2024-2025,326.6,47,At/Above Benchmark
R0003187,STU00532,SUBJ_R,W1,2024-2025,446.9,63,At/Above Benchmark
R0003188,STU00532,SUBJ_R,W2,2024-2025,467.4,65,At/Above Benchmark
R0003189,STU00532,SUBJ_R,W3,2024-2025,467.1,60,At/Above Benchmark
R0003190,STU00532,SUBJ_M,W1,2024-2025,64.3,9,Urgent Intervention
R0003191,STU00532,SUBJ_M,W2,2024-2025,162.9,28,On Watch
R0003192,STU00532,SUBJ_M,W3,2024-2025,170.6,33,On Watch
R0003193,STU00533,SUBJ_R,W1,2024-2025,528.4,78,At/Above Benchmark
R0003194,STU00533,SUBJ_R,W2,2024-2025,550.1,85,At/Above Benchmark
R0003195,STU00533,SUBJ_R,W3,2024-2025,590.4,81,At/Above Benchmark
R0003196,STU00533,SUBJ_M,W1,2024-2025,392.4,46,At/Above Benchmark
R0003197,STU00533,SUBJ_M,W2,2024-2025,386.9,55,At/Above Benchmark
R0003198,STU00533,SUBJ_M,W3,2024-2025,336.3,55,At/Above Benchmark
R0003199,STU00534,SUBJ_R,W1,2024-2025,544.6,53,At/Above Benchmark
R0003200,STU00534,SUBJ_R,W2,2024-2025,546.4,42,At/Above Benchmark
R0003201,STU00534,SUBJ_R,W3,2024-2025,634.2,52,At/Above Benchmark
R0003202,STU00534,SUBJ_M,W1,2024-2025,613.8,69,At/Above Benchmark
R0003203,STU00534,SUBJ_M,W2,2024-2025,607.6,80,At/Above Benchmark
R0003204,STU00534,SUBJ_M,W3,2024-2025,536.9,43,At/Above Benchmark
R0003205,STU00535,SUBJ_R,W1,2024-2025,790.7,65,At/Above Benchmark
R0003206,STU00535,SUBJ_R,W2,2024-2025,844.4,69,At/Above Benchmark
R0003207,STU00535,SUBJ_R,W3,2024-2025,907.7,91,At/Above Benchmark
R0003208,STU00535,SUBJ_M,W1,2024-2025,472.9,28,On Watch
R0003209,STU00535,SUBJ_M,W2,2024-2025,574.6,48,At/Above Benchmark
R0003210,STU00535,SUBJ_M,W3,2024-2025,611.3,38,On Watch
R0003211,STU00536,SUBJ_R,W1,2024-2025,454.1,54,At/Above Benchmark
R0003212,STU00536,SUBJ_R,W2,2024-2025,538.2,76,At/Above Benchmark
R0003213,STU00536,SUBJ_R,W3,2024-2025,561.6,83,At/Above Benchmark
R0003214,STU00536,SUBJ_M,W1,2024-2025,537.5,72,At/Above Benchmark
R0003215,STU00536,SUBJ_M,W2,2024-2025,576.3,85,At/Above Benchmark
R0003216,STU00536,SUBJ_M,W3,2024-2025,577.8,76,At/Above Benchmark
R0003217,STU00537,SUBJ_R,W1,2024-2025,407.2,68,At/Above Benchmark
R0003218,STU00537,SUBJ_R,W2,2024-2025,513.8,84,At/Above Benchmark
R0003219,STU00537,SUBJ_R,W3,2024-2025,555.8,88,At/Above Benchmark
R0003220,STU00537,SUBJ_M,W1,2024-2025,73.5,32,On Watch
R0003221,STU00537,SUBJ_M,W2,2024-2025,126.3,32,On Watch
R0003222,STU00537,SUBJ_M,W3,2024-2025,179.4,45,At/Above Benchmark
R0003223,STU00538,SUBJ_R,W1,2024-2025,363.9,1,Urgent Intervention
R0003224,STU00538,SUBJ_R,W2,2024-2025,404.7,5,Urgent Intervention
R0003225,STU00538,SUBJ_R,W3,2024-2025,385.8,1,Urgent Intervention
R0003226,STU00538,SUBJ_M,W1,2024-2025,657.4,41,At/Above Benchmark
R0003227,STU00538,SUBJ_M,W2,2024-2025,705.2,48,At/Above Benchmark
R0003228,STU00538,SUBJ_M,W3,2024-2025,762.5,60,At/Above Benchmark
R0003229,STU00539,SUBJ_R,W1,2024-2025,611.6,47,At/Above Benchmark
R0003230,STU00539,SUBJ_R,W2,2024-2025,614.5,50,At/Above Benchmark
R0003231,STU00539,SUBJ_R,W3,2024-2025,572.0,23,Intervention
R0003232,STU00539,SUBJ_M,W1,2024-2025,496.4,29,On Watch
R0003233,STU00539,SUBJ_M,W2,2024-2025,455.9,23,Intervention
R0003234,STU00539,SUBJ_M,W3,2024-2025,453.8,27,On Watch
R0003235,STU00540,SUBJ_R,W1,2024-2025,492.0,27,On Watch
R0003236,STU00540,SUBJ_R,W2,2024-2025,552.3,34,On Watch
R0003237,STU00540,SUBJ_R,W3,2024-2025,577.7,46,At/Above Benchmark
R0003238,STU00540,SUBJ_M,W1,2024-2025,542.0,38,On Watch
R0003239,STU00540,SUBJ_M,W2,2024-2025,585.7,48,At/Above Benchmark
R0003240,STU00540,SUBJ_M,W3,2024-2025,649.3,52,At/Above Benchmark
R0003241,STU00541,SUBJ_R,W1,2024-2025,329.8,42,At/Above Benchmark
R0003242,STU00541,SUBJ_R,W2,2024-2025,315.6,42,At/Above Benchmark
R0003243,STU00541,SUBJ_R,W3,2024-2025,341.6,49,At/Above Benchmark
R0003244,STU00541,SUBJ_M,W1,2024-2025,356.4,48,At/Above Benchmark
R0003245,STU00541,SUBJ_M,W2,2024-2025,411.1,65,At/Above Benchmark
R0003246,STU00541,SUBJ_M,W3,2024-2025,472.5,65,At/Above Benchmark
R0003247,STU00542,SUBJ_R,W1,2024-2025,658.8,64,At/Above Benchmark
R0003248,STU00542,SUBJ_R,W2,2024-2025,690.8,72,At/Above Benchmark
R0003249,STU00542,SUBJ_R,W3,2024-2025,635.8,61,At/Above Benchmark
R0003250,STU00542,SUBJ_M,W1,2024-2025,458.7,36,On Watch
R0003251,STU00542,SUBJ_M,W2,2024-2025,479.4,50,At/Above Benchmark
R0003252,STU00542,SUBJ_M,W3,2024-2025,517.5,49,At/Above Benchmark
R0003253,STU00543,SUBJ_R,W1,2024-2025,797.9,73,At/Above Benchmark
R0003254,STU00543,SUBJ_R,W2,2024-2025,859.6,79,At/Above Benchmark
R0003255,STU00543,SUBJ_R,W3,2024-2025,879.0,76,At/Above Benchmark
R0003256,STU00543,SUBJ_M,W1,2024-2025,239.1,1,Urgent Intervention
R0003257,STU00543,SUBJ_M,W2,2024-2025,352.3,8,Urgent Intervention
R0003258,STU00543,SUBJ_M,W3,2024-2025,378.3,12,Intervention
R0003259,STU00544,SUBJ_R,W1,2024-2025,303.0,52,At/Above Benchmark
R0003260,STU00544,SUBJ_R,W2,2024-2025,366.3,54,At/Above Benchmark
R0003261,STU00544,SUBJ_R,W3,2024-2025,304.7,49,At/Above Benchmark
R0003262,STU00544,SUBJ_M,W1,2024-2025,306.4,67,At/Above Benchmark
R0003263,STU00544,SUBJ_M,W2,2024-2025,287.3,65,At/Above Benchmark
R0003264,STU00544,SUBJ_M,W3,2024-2025,222.0,50,At/Above Benchmark
R0003265,STU00545,SUBJ_R,W1,2024-2025,255.0,50,At/Above Benchmark
R0003266,STU00545,SUBJ_R,W2,2024-2025,260.0,43,At/Above Benchmark
R0003267,STU00545,SUBJ_R,W3,2024-2025,260.2,52,At/Above Benchmark
R0003268,STU00545,SUBJ_M,W1,2024-2025,176.8,38,On Watch
R0003269,STU00545,SUBJ_M,W2,2024-2025,161.0,38,On Watch
R0003270,STU00545,SUBJ_M,W3,2024-2025,88.7,28,On Watch
R0003271,STU00546,SUBJ_R,W1,2024-2025,658.7,62,At/Above Benchmark
R0003272,STU00546,SUBJ_R,W2,2024-2025,647.7,61,At/Above Benchmark
R0003273,STU00546,SUBJ_R,W3,2024-2025,598.8,56,At/Above Benchmark
R0003274,STU00546,SUBJ_M,W1,2024-2025,660.6,71,At/Above Benchmark
R0003275,STU00546,SUBJ_M,W2,2024-2025,710.1,71,At/Above Benchmark
R0003276,STU00546,SUBJ_M,W3,2024-2025,673.1,68,At/Above Benchmark
R0003277,STU00547,SUBJ_R,W1,2024-2025,442.5,59,At/Above Benchmark
R0003278,STU00547,SUBJ_R,W2,2024-2025,511.7,70,At/Above Benchmark
R0003279,STU00547,SUBJ_R,W3,2024-2025,536.9,72,At/Above Benchmark
R0003280,STU00547,SUBJ_M,W1,2024-2025,409.4,53,At/Above Benchmark
R0003281,STU00547,SUBJ_M,W2,2024-2025,446.8,74,At/Above Benchmark
R0003282,STU00547,SUBJ_M,W3,2024-2025,493.2,64,At/Above Benchmark
R0003283,STU00548,SUBJ_R,W1,2024-2025,380.0,67,At/Above Benchmark
R0003284,STU00548,SUBJ_R,W2,2024-2025,339.7,60,At/Above Benchmark
R0003285,STU00548,SUBJ_R,W3,2024-2025,285.0,53,At/Above Benchmark
R0003286,STU00548,SUBJ_M,W1,2024-2025,261.5,55,At/Above Benchmark
R0003287,STU00548,SUBJ_M,W2,2024-2025,180.0,37,On Watch
R0003288,STU00548,SUBJ_M,W3,2024-2025,186.2,39,On Watch
R0003289,STU00549,SUBJ_R,W1,2024-2025,423.1,30,On Watch
R0003290,STU00549,SUBJ_R,W2,2024-2025,501.1,38,On Watch
R0003291,STU00549,SUBJ_R,W3,2024-2025,531.3,40,At/Above Benchmark
R0003292,STU00549,SUBJ_M,W1,2024-2025,312.9,19,Intervention
R0003293,STU00549,SUBJ_M,W2,2024-2025,391.2,26,On Watch
R0003294,STU00549,SUBJ_M,W3,2024-2025,343.1,21,Intervention
R0003295,STU00550,SUBJ_R,W1,2024-2025,616.5,52,At/Above Benchmark
R0003296,STU00550,SUBJ_R,W2,2024-2025,573.1,38,On Watch
R0003297,STU00550,SUBJ_R,W3,2024-2025,669.8,61,At/Above Benchmark
R0003298,STU00550,SUBJ_M,W1,2024-2025,416.6,28,On Watch
R0003299,STU00550,SUBJ_M,W2,2024-2025,403.0,23,Intervention
R0003300,STU00550,SUBJ_M,W3,2024-2025,431.9,27,On Watch
R0003301,STU00551,SUBJ_R,W1,2024-2025,634.4,77,At/Above Benchmark
R0003302,STU00551,SUBJ_R,W2,2024-2025,643.3,73,At/Above Benchmark
R0003303,STU00551,SUBJ_R,W3,2024-2025,744.9,90,At/Above Benchmark
R0003304,STU00551,SUBJ_M,W1,2024-2025,459.4,57,At/Above Benchmark
R0003305,STU00551,SUBJ_M,W2,2024-2025,549.3,72,At/Above Benchmark
R0003306,STU00551,SUBJ_M,W3,2024-2025,495.5,60,At/Above Benchmark
R0003307,STU00552,SUBJ_R,W1,2024-2025,339.5,54,At/Above Benchmark
R0003308,STU00552,SUBJ_R,W2,2024-2025,383.7,47,At/Above Benchmark
R0003309,STU00552,SUBJ_R,W3,2024-2025,443.7,60,At/Above Benchmark
R0003310,STU00552,SUBJ_M,W1,2024-2025,337.6,47,At/Above Benchmark
R0003311,STU00552,SUBJ_M,W2,2024-2025,311.8,50,At/Above Benchmark
R0003312,STU00552,SUBJ_M,W3,2024-2025,308.7,59,At/Above Benchmark
R0003313,STU00553,SUBJ_R,W1,2024-2025,703.3,50,At/Above Benchmark
R0003314,STU00553,SUBJ_R,W2,2024-2025,711.5,63,At/Above Benchmark
R0003315,STU00553,SUBJ_R,W3,2024-2025,736.7,64,At/Above Benchmark
R0003316,STU00553,SUBJ_M,W1,2024-2025,469.8,21,Intervention
R0003317,STU00553,SUBJ_M,W2,2024-2025,475.5,35,On Watch
R0003318,STU00553,SUBJ_M,W3,2024-2025,483.9,32,On Watch
R0003319,STU00554,SUBJ_R,W1,2024-2025,448.4,75,At/Above Benchmark
R0003320,STU00554,SUBJ_R,W2,2024-2025,490.7,71,At/Above Benchmark
R0003321,STU00554,SUBJ_R,W3,2024-2025,502.8,82,At/Above Benchmark
R0003322,STU00554,SUBJ_M,W1,2024-2025,162.4,35,On Watch
R0003323,STU00554,SUBJ_M,W2,2024-2025,110.5,35,On Watch
R0003324,STU00554,SUBJ_M,W3,2024-2025,64.8,27,On Watch
R0003325,STU00555,SUBJ_R,W1,2024-2025,354.8,47,At/Above Benchmark
R0003326,STU00555,SUBJ_R,W2,2024-2025,379.5,56,At/Above Benchmark
R0003327,STU00555,SUBJ_R,W3,2024-2025,300.9,38,On Watch
R0003328,STU00555,SUBJ_M,W1,2024-2025,211.5,36,On Watch
R0003329,STU00555,SUBJ_M,W2,2024-2025,296.0,43,At/Above Benchmark
R0003330,STU00555,SUBJ_M,W3,2024-2025,306.9,48,At/Above Benchmark
R0003331,STU00556,SUBJ_R,W1,2024-2025,984.8,85,At/Above Benchmark
R0003332,STU00556,SUBJ_R,W2,2024-2025,922.0,57,At/Above Benchmark
R0003333,STU00556,SUBJ_R,W3,2024-2025,901.1,68,At/Above Benchmark
R0003334,STU00556,SUBJ_M,W1,2024-2025,623.7,36,On Watch
R0003335,STU00556,SUBJ_M,W2,2024-2025,639.1,40,At/Above Benchmark
R0003336,STU00556,SUBJ_M,W3,2024-2025,700.7,39,On Watch
R0003337,STU00557,SUBJ_R,W1,2024-2025,970.0,79,At/Above Benchmark
R0003338,STU00557,SUBJ_R,W2,2024-2025,967.3,77,At/Above Benchmark
R0003339,STU00557,SUBJ_R,W3,2024-2025,1047.7,89,At/Above Benchmark
R0003340,STU00557,SUBJ_M,W1,2024-2025,643.5,38,On Watch
R0003341,STU00557,SUBJ_M,W2,2024-2025,724.0,56,At/Above Benchmark
R0003342,STU00557,SUBJ_M,W3,2024-2025,829.0,70,At/Above Benchmark
R0003343,STU00558,SUBJ_R,W1,2024-2025,563.9,81,At/Above Benchmark
R0003344,STU00558,SUBJ_R,W2,2024-2025,548.1,76,At/Above Benchmark
R0003345,STU00558,SUBJ_R,W3,2024-2025,535.5,72,At/Above Benchmark
R0003346,STU00558,SUBJ_M,W1,2024-2025,413.7,56,At/Above Benchmark
R0003347,STU00558,SUBJ_M,W2,2024-2025,432.7,70,At/Above Benchmark
R0003348,STU00558,SUBJ_M,W3,2024-2025,548.2,78,At/Above Benchmark
R0003349,STU00559,SUBJ_R,W1,2024-2025,50.0,16,Intervention
R0003350,STU00559,SUBJ_R,W2,2024-2025,50.0,15,Intervention
R0003351,STU00559,SUBJ_R,W3,2024-2025,50.0,20,Intervention
R0003352,STU00559,SUBJ_M,W1,2024-2025,339.4,57,At/Above Benchmark
R0003353,STU00559,SUBJ_M,W2,2024-2025,379.4,65,At/Above Benchmark
R0003354,STU00559,SUBJ_M,W3,2024-2025,404.9,75,At/Above Benchmark
R0003355,STU00560,SUBJ_R,W1,2024-2025,140.0,33,On Watch
R0003356,STU00560,SUBJ_R,W2,2024-2025,156.5,32,On Watch
R0003357,STU00560,SUBJ_R,W3,2024-2025,230.8,46,At/Above Benchmark
R0003358,STU00560,SUBJ_M,W1,2024-2025,301.8,55,At/Above Benchmark
R0003359,STU00560,SUBJ_M,W2,2024-2025,317.3,62,At/Above Benchmark
R0003360,STU00560,SUBJ_M,W3,2024-2025,357.2,66,At/Above Benchmark
R0003361,STU00561,SUBJ_R,W1,2024-2025,254.0,31,On Watch
R0003362,STU00561,SUBJ_R,W2,2024-2025,227.1,38,On Watch
R0003363,STU00561,SUBJ_R,W3,2024-2025,212.5,28,On Watch
R0003364,STU00561,SUBJ_M,W1,2024-2025,406.1,66,At/Above Benchmark
R0003365,STU00561,SUBJ_M,W2,2024-2025,391.4,67,At/Above Benchmark
R0003366,STU00561,SUBJ_M,W3,2024-2025,459.1,72,At/Above Benchmark
R0003367,STU00562,SUBJ_R,W1,2024-2025,192.3,37,On Watch
R0003368,STU00562,SUBJ_R,W2,2024-2025,240.8,45,At/Above Benchmark
R0003369,STU00562,SUBJ_R,W3,2024-2025,241.2,60,At/Above Benchmark
R0003370,STU00562,SUBJ_M,W1,2024-2025,243.0,58,At/Above Benchmark
R0003371,STU00562,SUBJ_M,W2,2024-2025,326.6,61,At/Above Benchmark
R0003372,STU00562,SUBJ_M,W3,2024-2025,330.3,65,At/Above Benchmark
R0003373,STU00563,SUBJ_R,W1,2024-2025,195.1,23,Intervention
R0003374,STU00563,SUBJ_R,W2,2024-2025,211.3,17,Intervention
R0003375,STU00563,SUBJ_R,W3,2024-2025,299.0,34,On Watch
